Ticker,Sector,Share_Price,Lot_Size,Lot_Cost,Annual_Lot_Dividend,Dividend_Yield
LKBM,Basic Materials,185.66,100,18566.0,571.09,3.076
VELK,Real Estate,45.01,100,4501.0,257.46,5.72
ZIML,Consumer Cyclical,270.19,100,27019.0,458.59,1.6973
KDVY,Basic Materials,58.97,100,5897.0,89.7,1.5211
ZLOE,Consumer Cyclical,167.17,100,16717.0,88.53,0.5296
ZWR,Healthcare,150.99,100,15099.0,314.13,2.0805
DLZ,Technology,204.82,100,20482.0,195.08,0.9525
VRT,Technology,408.13,100,40813.0,168.97,0.414
OQUVV,Technology,70.91,100,7091.0,164.16,2.3151
TGHQ,Technology,342.87,100,34287.0,676.02,1.9716
TUF,Consumer Defensive,99.83,100,9983.0,359.55,3.6016
LLU,Industrials,66.26,100,6626.0,96.75,1.4601
WCV,Technology,137.16,100,13716.0,66.45,0.4845
RDEI,Technology,123.09,100,12309.0,227.86,1.8512
YEYSE,Technology,364.34,100,36434.0,576.47,1.5822
GGYYW,Financials,190.94,100,19094.0,429.71,2.2505
DW,Technology,442.77,100,44277.0,249.02,0.5624
BPZ,Real Estate,70.96,100,7096.0,410.68,5.7874
IQC,Basic Materials,37.7,100,3770.0,101.22,2.6849
WOK,Financials,94.23,100,9423.0,391.51,4.1548
GQUA,Energy,215.37,100,21537.0,1078.96,5.0098
GJAMG,Technology,110.9,100,11090.0,166.98,1.5057
IYR,Utilities,31.52,100,3152.0,157.66,5.0018
ULO,Consumer Defensive,170.0,100,17000.0,269.69,1.5864
JDONQ,Financials,47.85,100,4785.0,134.72,2.8154
AFQR,Technology,391.29,100,39129.0,435.43,1.1128
YTIH,Utilities,93.44,100,9344.0,363.59,3.8911
GP,Communication Services,144.89,100,14489.0,522.66,3.6073
MLVO,Consumer Defensive,44.22,100,4422.0,73.2,1.6554
GKG,Communication Services,58.19,100,5819.0,135.29,2.3251
GZBD,Consumer Cyclical,122.87,100,12287.0,194.07,1.5795
PLW,Basic Materials,33.64,100,3364.0,129.39,3.8462
WVN,Industrials,224.04,100,22404.0,365.32,1.6306
ENO,Industrials,123.28,100,12328.0,240.6,1.9517
SBEI,Financials,177.83,100,17783.0,870.23,4.8936
FPH,Energy,240.9,100,24090.0,1282.83,5.3252
AHD,Energy,114.59,100,11459.0,684.36,5.9723
EZZ,Real Estate,80.64,100,8064.0,504.83,6.2603
BST,Industrials,67.43,100,6743.0,95.66,1.4187
BWKJ,Technology,154.85,100,15485.0,228.11,1.4731
CWAB,Basic Materials,100.6,100,10060.0,252.77,2.5126
EFKA,Technology,177.05,100,17705.0,157.48,0.8894
WDZ,Industrials,236.4,100,23640.0,805.24,3.4062
HLS,Consumer Defensive,193.53,100,19353.0,736.92,3.8078
BVWTN,Communication Services,145.22,100,14522.0,490.27,3.3761
RRZK,Communication Services,259.84,100,25984.0,445.2,1.7134
QBVD,Utilities,71.46,100,7146.0,355.14,4.9698
AATC,Financials,45.11,100,4511.0,178.14,3.949
SL,Healthcare,385.02,100,38502.0,1222.17,3.1743
PQJS,Utilities,84.06,100,8406.0,218.35,2.5976
OMGXD,Communication Services,171.53,100,17153.0,509.73,2.9716
PKAJ,Financials,148.35,100,14835.0,531.67,3.5839
XKQ,Financials,130.68,100,13068.0,308.61,2.3615
JLKL,Energy,190.16,100,19016.0,1052.96,5.5372
HUZB,Industrials,63.78,100,6378.0,124.71,1.9553
KQG,Financials,38.41,100,3841.0,178.97,4.6594
BETY,Technology,248.27,100,24827.0,417.28,1.6807
XQADD,Real Estate,107.61,100,10761.0,376.24,3.4963
DHMC,Technology,53.59,100,5359.0,65.52,1.2227
ZBG,Industrials,173.27,100,17327.0,340.62,1.9658
VVW,Technology,336.54,100,33654.0,446.55,1.3269
TIS,Consumer Defensive,128.39,100,12839.0,228.5,1.7797
VKCCA,Financials,180.68,100,18068.0,514.95,2.8501
PXI,Basic Materials,62.03,100,6203.0,189.28,3.0514
BFHC,Consumer Cyclical,128.78,100,12878.0,195.92,1.5214
KDD,Basic Materials,134.83,100,13483.0,432.81,3.21
QTRC,Utilities,68.37,100,6837.0,334.05,4.8859
OXRD,Industrials,221.79,100,22179.0,773.05,3.4855
GTA,Energy,157.5,100,15750.0,390.66,2.4804
NNIW,Energy,233.15,100,23315.0,493.29,2.1158
JAZT,Financials,131.42,100,13142.0,652.14,4.9623
MZCT,Financials,23.18,100,2318.0,52.23,2.2532
SQB,Technology,385.92,100,38592.0,828.46,2.1467
QXSX,Energy,59.48,100,5948.0,284.17,4.7776
MMY,Energy,42.04,100,4204.0,100.39,2.388
LLM,Real Estate,18.4,100,1840.0,89.65,4.8725
ZLEO,Technology,140.76,100,14076.0,304.91,2.1662
SOST,Technology,214.11,100,21411.0,499.86,2.3346
SSXB,Financials,132.38,100,13238.0,393.16,2.9699
ERMQX,Consumer Defensive,232.62,100,23262.0,660.01,2.8373
TYHW,Technology,425.76,100,42576.0,211.81,0.4975
JEXT,Consumer Cyclical,344.74,100,34474.0,709.13,2.057
RVHXB,Basic Materials,31.31,100,3131.0,92.91,2.9673
ZWFL,Communication Services,191.94,100,19194.0,387.45,2.0186
IJV,Technology,163.51,100,16351.0,404.97,2.4767
IRKXL,Financials,40.78,100,4078.0,181.66,4.4547
QDA,Consumer Cyclical,330.37,100,33037.0,378.46,1.1456
VUKM,Basic Materials,164.81,100,16481.0,210.68,1.2783
NZOGT,Utilities,32.29,100,3229.0,85.57,2.6501
TUYG,Healthcare,265.61,100,26561.0,458.28,1.7254
BBSQF,Consumer Cyclical,230.31,100,23031.0,307.78,1.3364
DEEW,Consumer Cyclical,238.8,100,23880.0,694.84,2.9097
GUCX,Consumer Defensive,97.77,100,9777.0,320.47,3.2778
HKY,Healthcare,265.29,100,26529.0,415.92,1.5678
AIOR,Financials,97.33,100,9733.0,283.02,2.9078
NWSIF,Industrials,127.66,100,12766.0,307.61,2.4096
XZL,Real Estate,107.99,100,10799.0,403.48,3.7363
OCSC,Financials,56.9,100,5690.0,271.53,4.7721
SQXZ,Consumer Defensive,231.44,100,23144.0,508.56,2.1974
GHN,Basic Materials,43.6,100,4360.0,51.95,1.1915
PCH,Financials,84.09,100,8409.0,205.31,2.4416
JGZ,Technology,209.72,100,20972.0,495.76,2.3639
ITYK,Financials,171.56,100,17156.0,384.33,2.2402
HHKT,Healthcare,385.71,100,38571.0,668.13,1.7322
PNE,Technology,339.7,100,33970.0,527.87,1.5539
JCVS,Financials,69.67,100,6967.0,138.84,1.9929
MLH,Real Estate,90.33,100,9033.0,435.78,4.8244
NNE,Financials,157.25,100,15725.0,778.99,4.9538
SUF,Healthcare,264.86,100,26486.0,238.28,0.8997
ITAA,Industrials,204.86,100,20486.0,661.49,3.229
XJQ,Technology,394.54,100,39454.0,181.37,0.4597
CAWFV,Consumer Cyclical,67.83,100,6783.0,93.6,1.3799
KRMFH,Healthcare,378.17,100,37817.0,549.77,1.4538
NVUC,Consumer Defensive,204.59,100,20459.0,887.43,4.3376
OYG,Utilities,34.9,100,3490.0,101.09,2.8966
BIIJ,Energy,204.34,100,20434.0,882.96,4.321
YTFDI,Industrials,253.02,100,25302.0,724.76,2.8644
UHM,Real Estate,71.68,100,7168.0,380.7,5.3111
BWDA,Consumer Cyclical,180.42,100,18042.0,480.55,2.6635
XZY,Industrials,134.63,100,13463.0,212.92,1.5815
EX,Technology,146.23,100,14623.0,317.11,2.1686
AKSX,Consumer Cyclical,276.36,100,27636.0,497.71,1.8009
LFOSF,Energy,72.79,100,7279.0,318.84,4.3803
YE,Technology,140.09,100,14009.0,248.97,1.7772
GTC,Consumer Cyclical,143.83,100,14383.0,344.68,2.3964
ZWDWG,Healthcare,129.73,100,12973.0,435.98,3.3607
FSISF,Consumer Cyclical,224.38,100,22438.0,254.43,1.1339
MUH,Technology,196.86,100,19686.0,149.31,0.7585
GUCW,Energy,44.94,100,4494.0,95.01,2.1142
ZDYL,Healthcare,95.57,100,9557.0,276.66,2.8949
GDDS,Basic Materials,80.98,100,8098.0,113.13,1.397
HKP,Healthcare,372.38,100,37238.0,611.25,1.6415
ASJ,Real Estate,22.66,100,2266.0,80.49,3.552
ZLM,Consumer Defensive,52.58,100,5258.0,119.07,2.2646
LFULO,Healthcare,95.88,100,9588.0,172.43,1.7984
BCTY,Technology,104.57,100,10457.0,48.4,0.4628
HJC,Industrials,293.47,100,29347.0,300.39,1.0236
CGQ,Healthcare,68.15,100,6815.0,73.94,1.085
CUH,Consumer Defensive,114.67,100,11467.0,381.23,3.3246
JAD,Consumer Defensive,137.11,100,13711.0,549.75,4.0096
OA,Basic Materials,138.39,100,13839.0,506.51,3.66
VUUH,Financials,113.74,100,11374.0,472.25,4.152
VRJ,Energy,192.67,100,19267.0,1083.52,5.6237
DT,Financials,165.33,100,16533.0,744.52,4.5032
SGG,Consumer Defensive,227.4,100,22740.0,933.39,4.1046
SMXH,Utilities,27.6,100,2760.0,116.99,4.2387
PQL,Industrials,98.53,100,9853.0,202.72,2.0574
WGBY,Energy,39.22,100,3922.0,152.18,3.8803
BCWE,Technology,197.03,100,19703.0,96.74,0.491
GKSL,Real Estate,102.25,100,10225.0,669.37,6.5464
WY,Basic Materials,193.68,100,19368.0,358.13,1.8491
JLW,Utilities,30.9,100,3090.0,106.7,3.4532
EGAUL,Consumer Defensive,84.97,100,8497.0,150.43,1.7704
HHG,Basic Materials,57.5,100,5750.0,85.68,1.4901
USOD,Utilities,53.42,100,5342.0,288.74,5.4051
HPW,Healthcare,199.21,100,19921.0,319.15,1.6021
GEO,Healthcare,286.93,100,28693.0,749.77,2.6131
EXBW,Real Estate,133.68,100,13368.0,519.62,3.887
LFSC,Industrials,94.29,100,9429.0,207.75,2.2033
PUC,Consumer Defensive,240.82,100,24082.0,783.62,3.254
XCAK,Healthcare,363.53,100,36353.0,439.28,1.2084
OPWGL,Financials,151.05,100,15105.0,477.89,3.1638
TOG,Healthcare,105.03,100,10503.0,265.66,2.5294
MRH,Energy,43.89,100,4389.0,138.32,3.1515
ZTPKJ,Healthcare,313.53,100,31353.0,353.96,1.1289
TYLL,Financials,71.58,100,7158.0,275.98,3.8555
DJRO,Technology,65.99,100,6599.0,69.56,1.0542
SKY,Consumer Cyclical,146.24,100,14624.0,202.91,1.3875
JSIK,Industrials,127.92,100,12792.0,310.7,2.4289
BIKQ,Technology,410.7,100,41070.0,697.93,1.6994
IRL,Industrials,277.48,100,27748.0,429.91,1.5493
WIN,Healthcare,205.32,100,20532.0,681.44,3.3189
CPU,Healthcare,262.05,100,26205.0,456.87,1.7434
CBMA,Real Estate,89.91,100,8991.0,345.82,3.8463
ZUB,Industrials,241.0,100,24100.0,304.21,1.2623
BAC,Energy,205.3,100,20530.0,468.31,2.2811
YHUCY,Real Estate,123.68,100,12368.0,776.84,6.281
XVN,Technology,384.43,100,38443.0,184.66,0.4804
ZCNZ,Healthcare,347.83,100,34783.0,1001.0,2.8778
RERQ,Technology,417.35,100,41735.0,824.02,1.9744
KEO,Basic Materials,181.59,100,18159.0,410.16,2.2587
JBM,Financials,36.47,100,3647.0,155.63,4.2673
HVK,Consumer Cyclical,298.78,100,29878.0,224.01,0.7498
ONT,Technology,367.41,100,36741.0,645.52,1.757
IYJJH,Consumer Cyclical,290.83,100,29083.0,304.27,1.0462
VHD,Technology,224.83,100,22483.0,528.44,2.3504
EXJZ,Technology,250.24,100,25024.0,76.01,0.3037
KVE,Technology,227.83,100,22783.0,470.13,2.0635
SQKCU,Energy,164.36,100,16436.0,689.39,4.1944
NKO,Consumer Defensive,135.42,100,13542.0,568.65,4.1991
KNK,Financials,114.12,100,11412.0,186.0,1.6299
HZQ,Utilities,107.88,100,10788.0,531.44,4.9262
QTYC,Real Estate,22.73,100,2273.0,152.96,6.7296
XJO,Financials,79.54,100,7954.0,385.12,4.8419
BFQG,Technology,389.32,100,38932.0,649.66,1.6687
YLHF,Basic Materials,94.26,100,9426.0,135.55,1.438
LES,Real Estate,119.03,100,11903.0,802.48,6.7418
QFDA,Basic Materials,95.45,100,9545.0,317.01,3.3212
LMOD,Industrials,109.55,100,10955.0,295.76,2.6998
DND,Financials,84.75,100,8475.0,403.55,4.7617
JZH,Industrials,263.0,100,26300.0,272.94,1.0378
SLBH,Healthcare,240.71,100,24071.0,427.97,1.7779
ZKZK,Consumer Cyclical,97.96,100,9796.0,139.16,1.4205
DME,Industrials,146.27,100,14627.0,388.05,2.653
UOLP,Industrials,54.81,100,5481.0,120.71,2.2023
CCH,Consumer Cyclical,162.89,100,16289.0,133.83,0.8216
GEOO,Healthcare,371.96,100,37196.0,337.53,0.9074
MZW,Industrials,145.25,100,14525.0,198.4,1.3659
ECO,Basic Materials,180.76,100,18076.0,365.16,2.0202
EVWF,Technology,54.51,100,5451.0,32.58,0.5976
ZSE,Technology,391.32,100,39132.0,362.11,0.9254
OWYEQ,Consumer Cyclical,329.78,100,32978.0,592.69,1.7972
ZSIQ,Technology,108.29,100,10829.0,62.75,0.5794
KZJU,Financials,77.75,100,7775.0,284.53,3.6595
DFP,Real Estate,81.82,100,8182.0,532.71,6.5108
JSZH,Consumer Cyclical,191.64,100,19164.0,412.76,2.1538
CCAAB,Consumer Cyclical,117.4,100,11740.0,351.71,2.9958
KAQI,Healthcare,182.54,100,18254.0,382.29,2.0943
IAT,Consumer Defensive,126.63,100,12663.0,535.01,4.225
FABL,Consumer Defensive,222.5,100,22250.0,927.4,4.1681
XKI,Utilities,67.02,100,6702.0,331.8,4.9508
AMHIR,Communication Services,250.25,100,25025.0,611.63,2.4441
DLR,Technology,213.5,100,21350.0,477.81,2.238
UMK,Consumer Defensive,156.51,100,15651.0,505.55,3.2302
APN,Healthcare,185.49,100,18549.0,333.29,1.7968
ZLO,Technology,124.52,100,12452.0,308.93,2.481
URH,Consumer Cyclical,76.6,100,7660.0,71.69,0.9359
WGAGO,Industrials,110.67,100,11067.0,358.68,3.241
MYH,Energy,235.76,100,23576.0,1343.57,5.6989
WJC,Healthcare,57.54,100,5754.0,69.61,1.2097
MFI,Technology,197.43,100,19743.0,159.81,0.8095
BIDH,Financials,33.18,100,3318.0,112.34,3.3858
LKK,Consumer Cyclical,186.81,100,18681.0,528.87,2.8311
NQHZO,Healthcare,245.23,100,24523.0,571.08,2.3287
TVBZW,Technology,264.5,100,26450.0,299.93,1.134
YNIY,Energy,31.16,100,3116.0,134.63,4.3205
LXU,Consumer Cyclical,343.31,100,34331.0,956.5,2.7861
SZNMO,Energy,158.95,100,15895.0,440.63,2.7721
KQDA,Technology,289.36,100,28936.0,268.32,0.9273
KLWH,Energy,198.41,100,19841.0,448.44,2.2602
WEU,Utilities,115.33,100,11533.0,411.13,3.5648
QAW,Technology,184.26,100,18426.0,342.91,1.861
GQWRK,Industrials,57.24,100,5724.0,83.35,1.4562
XJOW,Basic Materials,89.72,100,8972.0,127.02,1.4158
KKC,Financials,182.19,100,18219.0,757.37,4.157
BQ,Healthcare,235.87,100,23587.0,627.44,2.6601
EUI,Consumer Cyclical,94.13,100,9413.0,219.65,2.3334
RRI,Real Estate,21.85,100,2185.0,80.8,3.6979
WZWA,Basic Materials,110.57,100,11057.0,426.95,3.8613
ETU,Basic Materials,72.48,100,7248.0,264.56,3.6501
LHAR,Technology,307.61,100,30761.0,684.36,2.2248
YEVP,Consumer Cyclical,97.01,100,9701.0,146.53,1.5104
LZV,Technology,332.58,100,33258.0,556.33,1.6728
GY,Consumer Cyclical,140.36,100,14036.0,327.97,2.3366
DGW,Financials,196.01,100,19601.0,447.58,2.2835
HEU,Industrials,45.87,100,4587.0,103.65,2.2596
KCOP,Industrials,175.37,100,17537.0,281.17,1.6033
RZPY,Technology,269.43,100,26943.0,465.43,1.7274
MSV,Communication Services,142.86,100,14286.0,527.13,3.6898
ZFJ,Technology,424.64,100,42464.0,164.52,0.3874
RHUY,Industrials,225.71,100,22571.0,487.94,2.1618
ITD,Basic Materials,120.85,100,12085.0,306.13,2.5332
CHB,Technology,317.45,100,31745.0,565.61,1.7817
MTJ,Consumer Defensive,105.99,100,10599.0,428.05,4.0386
JQBE,Healthcare,250.75,100,25075.0,800.35,3.1918
BDXK,Healthcare,243.38,100,24338.0,489.13,2.0097
WW,Healthcare,45.62,100,4562.0,67.65,1.4828
LLQTT,Utilities,77.09,100,7709.0,282.7,3.6672
BDK,Healthcare,390.89,100,39089.0,625.62,1.6005
EYP,Utilities,30.78,100,3078.0,166.54,5.4106
DZUJ,Consumer Cyclical,250.8,100,25080.0,187.4,0.7472
TVP,Consumer Cyclical,301.91,100,30191.0,344.97,1.1426
CLX,Technology,219.82,100,21982.0,477.72,2.1732
KUP,Financials,112.23,100,11223.0,408.18,3.637
VGJ,Consumer Cyclical,100.47,100,10047.0,200.81,1.9987
LKVG,Financials,46.1,100,4610.0,74.7,1.6203
XRZW,Industrials,114.02,100,11402.0,296.72,2.6024
XUBK,Consumer Cyclical,273.64,100,27364.0,385.24,1.4078
EGHM,Real Estate,47.07,100,4707.0,311.18,6.611
GCL,Consumer Cyclical,317.72,100,31772.0,346.83,1.0916
JTYBR,Financials,52.33,100,5233.0,87.08,1.6641
OJISO,Healthcare,90.59,100,9059.0,273.06,3.0143
LIE,Healthcare,216.88,100,21688.0,208.09,0.9595
KELVQ,Consumer Defensive,175.86,100,17586.0,326.63,1.8573
UFC,Industrials,133.02,100,13302.0,161.73,1.2158
VIZ,Technology,169.0,100,16900.0,187.2,1.1077
WHE,Communication Services,29.68,100,2968.0,15.67,0.5281
ZMC,Financials,176.24,100,17624.0,659.21,3.7404
QZWC,Basic Materials,184.48,100,18448.0,542.33,2.9398
ETAR,Real Estate,130.22,100,13022.0,492.97,3.7857
WE,Consumer Defensive,211.8,100,21180.0,416.35,1.9658
WUYHH,Healthcare,301.43,100,30143.0,1006.21,3.3381
RCBJ,Healthcare,218.81,100,21881.0,680.65,3.1107
DKUU,Healthcare,218.91,100,21891.0,671.95,3.0695
UIE,Financials,66.83,100,6683.0,270.39,4.0459
BJSL,Healthcare,302.89,100,30289.0,324.9,1.0727
CWHEE,Industrials,131.76,100,13176.0,397.09,3.0137
HSMAU,Industrials,179.21,100,17921.0,475.1,2.6511
FBRD,Real Estate,37.4,100,3740.0,140.61,3.7595
HVR,Utilities,90.05,100,9005.0,489.68,5.4378
EV,Utilities,29.89,100,2989.0,138.66,4.639
HYZ,Industrials,216.52,100,21652.0,581.34,2.6849
GEB,Financials,180.79,100,18079.0,321.69,1.7794
VRQU,Technology,412.03,100,41203.0,902.12,2.1894
BPE,Energy,106.94,100,10694.0,638.76,5.973
UWK,Basic Materials,167.04,100,16704.0,572.05,3.4247
CGI,Technology,233.6,100,23360.0,282.21,1.2081
MXD,Consumer Cyclical,186.42,100,18642.0,532.58,2.8569
IXBE,Technology,326.37,100,32637.0,466.1,1.4281
VMIX,Healthcare,87.55,100,8755.0,135.2,1.5442
OYY,Financials,44.76,100,4476.0,90.0,2.0108
DAUYC,Energy,177.25,100,17725.0,414.96,2.3411
KCQJ,Consumer Cyclical,189.8,100,18980.0,147.0,0.7745
UNA,Financials,163.91,100,16391.0,663.97,4.0508
BJAP,Basic Materials,110.77,100,11077.0,231.43,2.0892
SDS,Financials,98.84,100,9884.0,155.71,1.5754
CSCH,Financials,32.16,100,3216.0,76.89,2.3907
KUJ,Technology,137.43,100,13743.0,135.88,0.9887
GYMM,Consumer Defensive,44.12,100,4412.0,90.97,2.0618
TKIW,Communication Services,125.63,100,12563.0,115.7,0.921
MUY,Real Estate,133.2,100,13320.0,922.33,6.9244
ZMD,Energy,115.74,100,11574.0,362.55,3.1325
ELYL,Financials,110.61,100,11061.0,168.45,1.5229
FOS,Consumer Defensive,86.04,100,8604.0,145.66,1.693
UDE,Technology,158.18,100,15818.0,172.5,1.0906
VBLZ,Financials,197.7,100,19770.0,509.16,2.5754
NJFU,Financials,64.54,100,6454.0,201.79,3.1265
AGLP,Industrials,96.63,100,9663.0,220.22,2.279
GUJMT,Consumer Cyclical,289.17,100,28917.0,738.84,2.555
UASJ,Utilities,42.39,100,4239.0,134.34,3.1691
LKM,Energy,214.75,100,21475.0,1040.93,4.8472
BYRX,Basic Materials,104.71,100,10471.0,112.42,1.0736
PIXG,Industrials,253.15,100,25315.0,382.06,1.5092
ZTZG,Healthcare,92.77,100,9277.0,247.86,2.6717
DEB,Technology,74.0,100,7400.0,53.48,0.7227
HDRQ,Consumer Defensive,140.13,100,14013.0,569.14,4.0615
XGUO,Consumer Defensive,56.57,100,5657.0,148.35,2.6224
YEA,Energy,107.02,100,10702.0,271.71,2.5389
HHJ,Industrials,200.92,100,20092.0,633.41,3.1525
HPSF,Real Estate,83.19,100,8319.0,290.57,3.4928
FGO,Technology,90.85,100,9085.0,45.59,0.5018
UZL,Industrials,288.91,100,28891.0,511.89,1.7718
PIB,Basic Materials,171.0,100,17100.0,224.14,1.3108
OY,Basic Materials,180.81,100,18081.0,216.34,1.1965
AWKJI,Technology,99.04,100,9904.0,158.32,1.5986
PWYR,Consumer Defensive,31.0,100,3100.0,110.65,3.5693
KLE,Technology,364.95,100,36495.0,691.98,1.8961
COC,Energy,115.77,100,11577.0,355.4,3.0699
SIV,Financials,146.8,100,14680.0,461.51,3.1438
YSX,Consumer Cyclical,92.0,100,9200.0,177.42,1.9284
MWJW,Healthcare,196.87,100,19687.0,281.27,1.4287
VDDSD,Industrials,95.94,100,9594.0,297.21,3.0978
JUW,Industrials,135.27,100,13527.0,284.64,2.1042
KSS,Industrials,180.87,100,18087.0,379.75,2.0996
FPXX,Basic Materials,112.89,100,11289.0,279.19,2.4731
BMUHD,Technology,183.74,100,18374.0,173.07,0.9419
BYR,Industrials,137.84,100,13784.0,219.06,1.5892
LQD,Technology,154.72,100,15472.0,179.89,1.1627
JTWDI,Financials,39.23,100,3923.0,132.19,3.3696
WDS,Industrials,124.58,100,12458.0,290.57,2.3324
BDDEI,Industrials,40.51,100,4051.0,102.95,2.5413
LNY,Consumer Defensive,171.96,100,17196.0,340.23,1.9786
IWBXM,Healthcare,110.66,100,11066.0,267.53,2.4176
PJBKK,Financials,23.51,100,2351.0,58.54,2.4898
MBA,Technology,57.99,100,5799.0,120.19,2.0725
JVEMI,Financials,32.65,100,3265.0,136.64,4.185
VWL,Consumer Cyclical,46.23,100,4623.0,99.24,2.1467
QKH,Utilities,117.66,100,11766.0,378.31,3.2153
TDWY,Healthcare,265.11,100,26511.0,415.89,1.5687
AHJUT,Consumer Cyclical,139.53,100,13953.0,126.42,0.906
AUYK,Industrials,285.85,100,28585.0,904.47,3.1641
ZHXI,Industrials,278.23,100,27823.0,765.46,2.7512
MALHG,Financials,105.6,100,10560.0,464.08,4.3947
JEU,Industrials,89.38,100,8938.0,258.12,2.8879
ZVWY,Industrials,242.18,100,24218.0,750.09,3.0973
SSVF,Technology,265.78,100,26578.0,533.35,2.0067
RAT,Financials,175.71,100,17571.0,417.55,2.3763
BQVMW,Consumer Cyclical,283.74,100,28374.0,346.96,1.2228
BME,Technology,58.17,100,5817.0,136.62,2.3486
UAMF,Consumer Defensive,108.02,100,10802.0,307.21,2.844
SPGQ,Healthcare,182.02,100,18202.0,621.74,3.4158
ZQW,Energy,222.96,100,22296.0,1229.67,5.5152
SQS,Financials,103.03,100,10303.0,401.48,3.8968
WTOFD,Utilities,70.01,100,7001.0,194.58,2.7793
EFIM,Financials,144.73,100,14473.0,362.38,2.5038
KPC,Technology,316.24,100,31624.0,752.59,2.3798
SNZJ,Industrials,50.29,100,5029.0,171.0,3.4003
BAI,Energy,110.91,100,11091.0,432.82,3.9025
MITJQ,Real Estate,124.17,100,12417.0,450.32,3.6267
SYB,Real Estate,133.8,100,13380.0,786.9,5.8812
BBB,Consumer Defensive,121.3,100,12130.0,381.68,3.1466
ZPIK,Consumer Cyclical,278.85,100,27885.0,175.81,0.6305
KP,Industrials,111.08,100,11108.0,198.13,1.7837
BTKRY,Consumer Defensive,238.25,100,23825.0,959.12,4.0257
VJH,Technology,90.94,100,9094.0,121.1,1.3317
LZD,Financials,145.29,100,14529.0,301.18,2.073
SEWU,Utilities,50.54,100,5054.0,225.21,4.4561
TDJ,Healthcare,67.73,100,6773.0,66.87,0.9873
SPI,Healthcare,40.75,100,4075.0,100.34,2.4622
OSZQ,Technology,247.47,100,24747.0,104.94,0.424
YU,Consumer Cyclical,316.49,100,31649.0,474.83,1.5003
OOO,Technology,436.38,100,43638.0,750.69,1.7203
XUW,Energy,63.3,100,6330.0,158.25,2.5
EKPUR,Basic Materials,77.35,100,7735.0,293.44,3.7937
ACGY,Utilities,80.24,100,8024.0,384.32,4.7896
DNHSA,Financials,66.8,100,6680.0,103.36,1.5473
EWSM,Technology,108.06,100,10806.0,172.88,1.5999
JNP,Communication Services,119.85,100,11985.0,242.4,2.0225
SNW,Financials,165.34,100,16534.0,440.44,2.6638
FMK,Industrials,285.87,100,28587.0,952.22,3.3309
CWHON,Financials,139.63,100,13963.0,269.39,1.9293
NDQF,Technology,391.07,100,39107.0,123.99,0.3171
OEYU,Real Estate,71.62,100,7162.0,306.72,4.2826
KLG,Financials,188.53,100,18853.0,314.89,1.6702
TTYT,Consumer Defensive,34.49,100,3449.0,134.33,3.8946
OHI,Healthcare,265.77,100,26577.0,639.99,2.4081
AYM,Consumer Cyclical,80.52,100,8052.0,173.48,2.1545
NSG,Real Estate,79.18,100,7918.0,523.86,6.6161
NXW,Industrials,95.8,100,9580.0,180.1,1.88
ZOLNM,Consumer Defensive,68.74,100,6874.0,137.59,2.0017
ITM,Industrials,105.17,100,10517.0,342.3,3.2547
WRFH,Technology,325.31,100,32531.0,487.47,1.4985
ZCAI,Technology,347.56,100,34756.0,152.06,0.4375
VXK,Financials,107.62,100,10762.0,515.6,4.791
VNHB,Consumer Defensive,239.75,100,23975.0,751.98,3.1365
GUM,Consumer Cyclical,218.12,100,21812.0,241.43,1.1068
GBF,Healthcare,286.68,100,28668.0,882.13,3.0771
EXN,Energy,199.23,100,19923.0,550.63,2.7638
BIHD,Industrials,284.73,100,28473.0,640.05,2.2479
UXMM,Consumer Defensive,59.4,100,5940.0,188.66,3.176
UUGV,Technology,137.26,100,13726.0,194.36,1.416
AMB,Energy,221.1,100,22110.0,930.98,4.2107
ATXDW,Consumer Cyclical,280.58,100,28058.0,316.82,1.1292
DGHI,Industrials,289.91,100,28991.0,357.04,1.2316
RMLL,Healthcare,81.02,100,8102.0,207.41,2.56
EKI,Healthcare,123.93,100,12393.0,163.43,1.3187
DFGI,Technology,416.6,100,41660.0,172.51,0.4141
BOB,Financials,45.28,100,4528.0,201.25,4.4445
ODRCM,Healthcare,49.31,100,4931.0,87.89,1.7825
NEQ,Real Estate,113.31,100,11331.0,684.56,6.0415
FKB,Energy,177.05,100,17705.0,1022.51,5.7753
VAA,Industrials,200.03,100,20003.0,317.3,1.5862
EJSF,Basic Materials,65.71,100,6571.0,199.67,3.0386
ZTBY,Consumer Cyclical,243.94,100,24394.0,262.09,1.0744
PZKT,Energy,42.98,100,4298.0,229.11,5.3306
ZOP,Industrials,199.26,100,19926.0,613.35,3.0782
WEUI,Industrials,178.04,100,17804.0,485.5,2.7269
WJR,Industrials,170.98,100,17098.0,292.0,1.7078
HTQT,Consumer Cyclical,33.86,100,3386.0,96.9,2.8619
AOJU,Financials,83.0,100,8300.0,243.76,2.9369
YLED,Healthcare,148.36,100,14836.0,457.43,3.0833
